Features,Class
"-946.5483,18.815498,7.4997106,6.9377203,3.2398522,2.3209307,-0.025271954,1.5355352,-0.85525596,0.238606,-1.7274368,1.2944888,0.55544835,1.359034,-0.49371016,1.2150548,-0.09349835,1.0451875,0.0778463,0.5837083,-0.3218727,0.9537161,0.5204594,0.93556166,0.91363716,1.0459863,0.6263537,0.7772081,0.83949274,0.8856023,0.4904856,0.42259616,0.43512124,0.5380273,0.6305111,0.47852582,0.4130086,0.050018672,0.5395191,0.2995598",Cargo
"-934.1486,21.608374,4.3353515,6.4692516,1.9855074,4.535457,5.5359693,3.690328,-2.6974108,-0.27638543,-0.574216,1.034429,0.89980567,0.02947092,-0.0072968914,1.025136,1.3462172,2.0052462,1.45634,1.6139548,1.1511697,1.8480799,0.68205184,1.4989102,-0.71478677,0.115623325,-0.01430388,0.51836413,0.73605955,0.6999527,0.14370638,0.1163458,-0.52998054,-0.078227304,0.0572563,-0.12355669,-0.3261145,0.2153314,0.34109166,0.7015857",Cargo
"-912.587,13.192504,3.9550068,7.8503284,-3.4268363,1.7008812,0.47094765,8.157181,-5.897962,1.4081328,-2.014528,2.847621,-1.281018,3.7441928,-5.2437453,2.7804854,-1.4106288,3.7118597,0.3032326,0.68291396,0.13502489,2.303415,0.48220095,2.368772,1.3323681,0.56573063,0.7791083,1.5444887,0.93346274,1.8406667,-0.1355812,0.55649066,-0.19589342,1.0935527,0.5562118,1.3963294,-0.28538358,0.95744026,0.79486436,0.75737935",Cargo
"-817.87506,9.992917,0.48940188,1.9737518,-0.41436076,1.6975094,0.9331207,2.340347,1.0302173,1.8136559,0.9657241,1.7577019,1.2095959,1.5511756,1.0066174,1.2967503,0.6473444,1.2878572,0.9342908,0.9970506,0.51898575,0.94451565,0.79756427,1.1802708,0.9453118,0.7337318,0.30080843,0.30340046,0.27604905,0.62434006,0.5234342,0.27619156,0.24856882,0.29048255,0.5018359,0.49527442,0.6259733,0.66548014,0.90844285,0.7097562",Cargo
"-966.6826,8.088157,5.0466986,4.7927017,3.6489239,3.7267249,3.543103,3.1156418,2.4356792,2.1649628,1.7519106,1.8688542,1.70552,1.608337,1.3805172,1.4230628,1.2277253,1.2348843,0.9432822,0.8079167,0.7339649,0.67863274,0.5756788,0.5122703,0.38665813,0.37036246,0.41627467,0.45808885,0.5805338,0.5780725,0.5452471,0.5274752,0.5553426,0.6340716,0.7221128,0.643707,0.65509397,0.69479054,0.780303,0.7756831",Cargo
"-942.7346,22.345243,12.99804,10.098859,5.9202523,3.536123,1.7636217,0.4413208,-1.7740427,-1.7612246,-1.1034447,0.20905647,0.86528033,1.5820781,1.265592,1.7754644,1.0997798,1.3660822,0.72496456,0.34395546,0.1277851,0.412518,0.21194805,0.34160167,0.6262562,0.47643083,0.5822982,0.12427767,0.26667723,0.23508263,0.111894965,-0.04903729,-0.06524836,0.032965444,0.20664173,0.0298768,-0.13861872,0.123066925,0.47967285,0.71061903",Cargo
"-955.183,18.474297,-0.4098847,3.6453528,3.5272543,1.2799779,1.9129733,2.1741252,-0.3915638,-0.9680606,-2.177438,0.76683235,-0.5993537,-0.76488376,-1.0044813,-0.72994363,-1.4109538,1.0856613,1.1454161,0.5931589,0.134168,1.3580827,1.4146893,1.0561155,1.2738563,1.4199375,0.92490745,0.9472002,1.4719657,0.9027309,0.7928229,1.2879646,0.92430025,0.8145292,1.1598777,1.3726373,2.1772826,2.1978147,3.052905,3.0151017",Cargo
"-953.62573,13.522863,4.2781596,3.8289921,3.3395448,0.842679,0.17427626,2.5945344,1.3007172,0.77035767,-0.26076445,1.1081676,0.44718808,0.031344954,-0.28599587,0.03817116,-0.5509458,0.35199693,0.42673007,0.25486496,0.15407318,0.95861906,0.6410002,0.14984597,0.33470997,0.17873791,-0.13766676,-0.3340232,0.048507635,-0.32953608,-0.28261927,-0.03701265,-0.09558567,-0.18458135,0.3303806,0.58171445,0.82522637,0.86832994,1.1883752,1.2108631",Cargo
"-970.33545,15.316698,7.9441147,7.588808,6.1458416,4.834287,4.3260903,4.2688646,2.5011737,1.6701151,1.9454745,3.1452181,2.7498846,2.303001,2.122814,2.0736787,1.4667473,2.1338365,2.0434592,1.2411137,1.1409473,1.7319075,1.5466266,1.4103034,1.5152346,1.4529619,0.8904095,0.9530727,1.3753852,0.99077904,0.7315879,0.7936066,0.8073735,0.8344985,0.957125,0.8384986,0.6623739,0.6022835,0.71620864,0.87550783",Cargo
"-866.17694,13.160199,9.885544,8.75233,5.7191057,6.2842207,4.446057,4.9458055,3.178205,3.50209,1.6371518,2.681944,1.6525791,1.9616266,0.7064308,1.3699588,0.6748014,1.3081467,0.5465628,0.75934136,0.07825615,0.54864264,0.015154275,0.30708984,-0.08661816,0.16811074,-0.39965773,-0.18400833,-0.38159654,-0.053337578,-0.34175536,-0.5154689,-0.3673884,-0.3556709,-0.29151487,-0.4361946,-0.5378736,-0.70870316,-0.43782684,-0.37872598",Cargo
"-859.06964,11.752589,6.7804317,6.3699574,4.674202,3.1419868,2.2284598,3.1588705,2.6536477,2.1424294,1.8690425,2.5627484,1.8710927,1.922311,1.3001376,0.83115524,0.08899771,0.37076202,0.63622934,0.6452083,0.5389452,0.9516758,0.9143929,0.9959757,1.1663591,0.92287195,0.3542769,0.113007106,0.14439993,-0.07766323,-0.09554075,0.056943886,0.15766819,0.10035069,0.13878284,0.06518847,-0.19279572,-0.36919641,-0.27512458,-0.348194",Cargo
"-950.3375,14.401502,3.6297514,2.47494,4.3132634,2.6632042,2.1698081,4.2030406,0.8322002,0.6091449,-1.6620102,1.208831,-0.5254601,-0.14209014,-0.4633205,-0.05964624,-1.707265,0.37930205,-0.31832233,0.040481023,-0.7889967,0.6473723,0.039011672,0.47132748,0.54221785,0.91313416,0.5183576,0.6594644,1.0593294,0.85326594,0.7362625,1.3351252,1.1444378,0.9557012,1.3721969,1.6921436,2.0786781,2.2226973,2.8841321,2.3752217",Cargo
"-954.19183,12.585496,-1.8622404,4.872791,0.17392068,-0.7429597,-0.94185394,1.4168829,1.9167141,-0.38676605,-3.1607416,1.4936956,-1.1589803,-0.71229696,-1.1486866,-0.15379407,-2.3476255,0.8080435,1.5229467,1.4722041,0.8652549,1.8368505,1.169834,1.5336651,1.4129655,2.2560062,1.257426,-0.072104,0.600818,0.56029516,0.069054976,0.62096584,1.0274395,-0.113761105,0.6050262,0.530488,0.7247612,0.059718236,0.60228956,1.96901",Cargo
"-979.054,15.26207,12.263478,9.803409,0.75605965,4.217223,-2.1170428,0.8680288,-5.423991,0.2045465,-0.53630817,1.8245242,2.8976243,1.8958054,0.8449865,3.3838193,0.63039416,2.6900463,0.38920042,1.069151,0.08158103,1.3068595,-0.69006693,1.0352076,-0.50214547,0.42277107,0.6357489,0.5338534,0.5169684,0.5541399,0.36399966,0.77244806,-0.070801064,1.0588197,0.39332032,0.5923036,-0.3091922,0.30597886,-0.062066443,0.38840294",Cargo
"-851.4279,14.248167,7.703924,8.247286,5.827442,5.5757265,4.4868355,5.1509314,3.6598597,2.959194,1.0386896,2.6310313,1.7636546,1.8878239,0.869679,1.2951425,0.28652176,1.248538,0.6066413,0.6760389,-0.25035134,0.58693576,0.78324574,0.6675708,0.71613294,0.55912876,0.247605,0.22812615,0.39249665,0.4837537,0.21779035,0.43888524,-0.049269617,0.027211903,0.022014046,0.34292462,0.17944963,0.18971737,0.26177776,0.38629922",Cargo
"-950.33514,14.508894,0.14706762,3.7003531,1.1518186,-1.2516164,-1.3793627,0.9061628,-1.8041453,-0.53761846,-4.869982,1.2317518,-0.52723634,-0.15838924,-2.281788,0.1625109,-2.1912582,0.2521927,0.6615056,1.2713264,-0.70945036,1.5733945,0.90577424,0.89067423,1.666802,1.9372861,1.3076081,0.88933027,1.1627707,1.2414411,0.8734972,0.92555726,0.40755618,0.56963164,1.3146839,0.9942133,2.2973719,2.5068338,3.2082055,2.9887154",Cargo
"-949.15326,13.192674,1.4862491,4.0267463,1.020784,0.16680436,0.2552008,1.7968767,-1.4429544,-1.0927097,-2.1164467,0.8705802,-0.08192353,0.5118295,-0.7042213,-0.4738889,-1.4859511,-0.23498562,0.38121763,0.24206176,-0.34959137,0.48781398,-0.21830738,0.34369752,1.0045654,1.3985112,0.324799,0.27073184,0.20086727,0.5715002,0.76156557,1.282691,0.6092156,0.46913248,1.2042001,0.6283086,0.90790266,0.6109333,1.1692835,1.0023525",Cargo
"-941.61395,15.846615,9.9800005,8.175182,4.9675536,4.378038,3.7703757,3.0613163,0.67161924,0.50838053,-0.08702089,0.32070377,-0.39773935,-0.5501749,-1.0781019,-0.64519566,-0.6417012,0.025285346,-0.034246076,-0.08501741,-0.06801599,0.36573398,0.30696246,0.6246929,0.68744254,0.43014565,0.3990081,0.36644164,0.45575503,0.29512754,0.3730188,0.2635189,0.250374,0.6148185,0.8758578,0.8887548,0.91157955,0.9906782,1.1992403,1.2433075",Cargo
"-953.3408,18.159494,0.447262,5.6370535,5.5603595,4.242379,3.8366504,2.7551644,-0.68648165,-1.9639715,-2.4628532,-0.86852354,-2.1641002,-0.25487718,0.08396602,-1.2528144,-2.1523418,0.123786874,0.87424964,0.5672326,0.49206322,1.4578801,1.2966064,1.493878,2.302644,2.747933,2.113536,1.3468405,1.6541965,1.3645964,1.6589595,2.4136662,2.2237241,1.8268737,2.3516107,2.1621015,2.0294876,1.5988674,2.0710943,1.9675711",Cargo
"-929.73425,12.199775,2.7333553,3.1962342,1.7328871,-0.59787863,-1.4283278,1.3385359,-1.5219634,-1.2605764,-4.7633195,0.72626644,-0.5239363,-0.51458913,-1.2345114,0.13420315,-1.8042886,0.98415786,0.67140764,1.035123,0.10080868,1.0391641,0.96699524,1.1668031,1.3317366,1.775874,1.0054276,0.45198566,0.92389065,0.8378018,0.66323954,0.99758875,0.5183206,0.5398423,0.73028356,1.3560354,1.8593696,2.0405579,2.5474606,2.0411842",Cargo
"-957.51294,9.939941,4.096811,3.7452023,2.4763806,1.4957236,0.77177763,1.9232371,-0.033523306,-0.05278604,-1.6976992,0.59817684,-0.13914646,0.013231641,-0.58307135,0.099494785,-0.5522186,0.7196754,0.6282262,0.67055553,0.33931518,0.9977732,0.8783052,1.0117991,1.2125555,1.2579648,0.87051487,0.6521991,0.8929588,0.8351394,0.9064132,0.92510825,0.8067636,0.6850863,0.84657407,1.1287856,1.2976031,1.3702052,1.5699346,1.4426913",Cargo
"-936.78955,25.568356,4.5885067,5.915478,-7.1152525,-3.2167673,-4.349883,3.4351914,-7.6223288,-2.8974094,-5.89372,0.9611936,-2.2683709,2.9568956,-3.1020906,2.3975646,-0.73797226,2.143154,1.3554899,0.3814541,0.21558104,1.6243075,1.0005586,1.2484906,2.0204933,0.75748444,0.6181532,1.1901121,0.9884231,1.6377097,0.29332533,0.83747905,-0.28516987,1.3164195,0.8018604,1.752973,0.0382074,0.37009823,1.0522445,1.0006903",Cargo
"-890.24084,11.957098,6.727318,1.7464811,-0.6726838,5.474185,-1.5529159,4.2095094,-0.49723822,2.9297836,-0.2977633,4.157606,0.88403547,4.4785514,1.0477692,3.230573,-0.6279581,2.5144858,0.47847107,1.7395976,0.11557936,1.7929307,0.2445758,1.41983,1.1092373,1.6604594,0.65995055,0.51545537,0.8299476,1.0705612,0.95348626,0.78566515,0.3845625,0.6263244,0.9611289,0.8505162,0.22848848,0.12344541,0.6048815,0.6000153",Cargo
"-769.7635,4.237783,2.4453402,2.9264348,0.6160506,2.9875646,0.49838853,3.3278325,1.1291915,2.6293197,0.32545322,2.5593119,0.891275,2.6757743,0.7323743,1.942631,0.48655072,1.9410648,0.687335,1.3778739,0.1257671,1.0894309,0.29011717,1.158698,0.67246747,1.0117015,0.39864606,0.45896077,0.13332827,0.68118894,0.44984388,0.48477715,0.31598032,0.609975,0.5483718,0.53149676,0.5467306,0.2558712,0.51679194,0.48879558",Cargo
"-961.45447,16.459637,4.3283377,4.375949,3.4903257,1.5858489,0.82997006,2.883615,0.88134074,-0.4180676,-3.3958795,0.27565673,-0.71324164,-0.79097986,-1.4301063,-0.54376686,-2.0323222,0.108246565,-0.20550154,0.24425994,-0.6461853,0.49800816,0.2909658,0.74665594,0.8597207,1.5262965,1.29158,0.5134206,0.8433087,0.9636967,1.0261257,1.0133264,0.9483324,0.44509783,1.2098006,1.5046737,2.1360464,2.243773,2.7943573,2.2733297",Cargo
"-951.9981,13.199076,6.361649,6.5084286,4.0797467,2.576517,2.1170166,3.1073306,2.0240095,1.154099,0.08480641,1.5160061,0.5048147,0.31872323,0.3972946,0.24671982,-0.6170734,0.44292414,0.43661568,0.38618332,0.08363565,0.71854836,0.78327805,0.75803804,0.62613964,0.69366515,0.27820548,0.1390988,0.37087837,0.4896726,0.35752043,0.32799017,0.3343294,0.23939049,0.5119196,0.37824324,0.5535336,0.3046631,0.7453669,0.8016757",Cargo
"-926.8478,23.303549,14.7041235,11.3455925,6.3875318,4.3586416,0.044643965,2.0319846,-4.0949006,-4.7070093,-7.726304,-3.5897205,-5.408334,-1.5854985,-4.077528,-1.3954828,-3.2991762,-0.8618519,-1.068078,0.8007924,-1.5737988,1.2335333,-0.39922014,1.1635059,0.63354796,1.3167624,-0.034220576,0.17212753,0.18427509,1.2126192,0.48589242,1.1452665,0.4915661,0.5849093,1.2324289,2.1293793,2.9716434,3.2320578,3.7904751,3.2409668",Cargo
"-890.7402,10.20882,3.1372087,4.6045246,-8.103729,4.437742,1.3365462,4.014153,-4.119953,0.28209093,-1.5132312,3.7088046,-0.77495,6.0945764,-4.538608,3.1975677,-2.2654781,2.6322525,0.046707332,-0.17154332,0.0077895666,0.79364926,0.3167423,1.526905,1.2149508,0.80839014,0.5834947,1.337834,-0.11099227,1.9870898,0.29401392,0.11280169,-0.18445075,0.89459217,0.68070775,1.6846911,0.18386157,0.45674315,1.1498404,0.9318078",Cargo
"-941.7845,18.75505,9.524347,6.431947,2.3718777,2.7318134,3.2585344,2.8446014,0.86100626,1.0811541,1.530349,1.901689,1.4962014,0.97618604,0.5174296,0.68872756,0.706243,0.8145128,0.48732704,0.049586285,-0.11815651,0.20385863,0.048632234,0.40228465,0.3587884,0.27611488,0.3011415,0.12890786,0.30544013,0.30740213,0.25483796,0.3663722,0.3409022,0.60276085,0.7036916,0.8423033,0.8088962,0.97862697,1.0832571,1.1319631",Cargo
"-944.1044,20.265957,12.866238,11.225956,8.477194,6.5821037,4.460167,3.9046245,2.5884104,1.2495954,-0.4214443,0.98844475,0.5301921,0.29366922,-0.46633577,-0.25236374,-0.840773,-0.25846064,-0.26391003,-0.23979016,-0.53981364,0.04167716,0.37069994,0.47241125,0.8028661,0.994715,0.7399732,0.69678515,0.7973182,0.8439749,0.5413711,0.6375067,0.5413075,0.35878286,0.627612,0.6447949,0.7745239,0.5573711,0.8924205,0.97386205",Cargo
"-933.8286,17.696196,3.729584,6.281463,5.7247286,1.9893594,-1.168892,1.8983938,0.049673542,-0.16702273,-4.129056,0.2804136,-1.8893657,-1.2754835,-2.2151263,-0.48523486,-2.6520414,0.80872,0.5016797,1.1115328,-1.023824,1.2230921,0.824237,0.46614152,0.8884846,1.66949,0.8717341,0.32688537,1.081127,0.726152,0.53435665,1.0354286,0.5813377,0.1253653,0.9307259,1.4804463,2.2966132,2.3073428,3.143221,2.676957",Cargo
"-936.386,11.218319,5.807261,7.0547543,3.3899672,4.2476306,-0.82150537,2.8722441,0.24807553,-0.33007708,-2.6730232,1.7377053,0.27347782,0.84860283,-0.42779487,0.40177596,-0.6806361,1.2805427,0.5828601,1.1347842,-0.05241041,2.1571317,0.7549582,1.1301677,0.9512303,1.1836983,0.16491432,-0.2832096,0.39898118,-0.07620807,-0.47806168,-0.5171729,-0.34287733,-0.86359614,0.09407325,0.014025564,0.35648102,-0.0071319537,0.6590046,0.7350127",Cargo
"-909.73456,21.79854,9.430903,9.152035,4.409417,3.433757,0.41461134,4.5214205,0.40133393,1.6816759,-2.553662,2.0126579,-0.19186404,1.448264,-0.98471695,1.1639656,-1.2256958,1.3362613,-0.35441074,1.0539815,-1.3917713,0.9771671,0.46953925,1.8658909,1.3299499,1.2709527,0.42079782,0.25664413,0.57926047,0.79474616,0.46361867,0.6678049,-0.0211064,0.043221176,0.5402339,0.81367,0.7995365,0.009331802,0.4783897,0.43360072",Cargo
"-861.3779,17.678308,8.12805,5.605709,2.7479103,1.59997,-0.017086595,1.0691974,0.1312554,0.58786,-0.8545172,0.76791203,0.50752664,1.0141948,-0.042096965,0.49590114,-0.21677692,0.34170896,0.037138715,0.33827826,-0.0697567,0.6987616,0.27586955,0.6742243,0.5736001,0.9919134,0.7233892,0.67738605,0.78057384,1.1639386,0.9406895,0.8547623,0.8764865,0.70185536,0.5651617,0.42364156,0.6469212,0.23266171,0.47539705,0.53237766",Cargo
"-865.8535,18.401342,5.1499586,0.6014758,-3.664478,-1.2967544,-1.7787459,1.7042758,0.64883626,3.514433,2.5286267,6.63503,5.6934032,6.1349573,2.1957145,1.8929942,-1.6437069,-0.40342322,-1.337654,-0.31786618,-2.2148683,-0.2080424,0.2402804,2.2765357,2.3436046,3.413062,2.4066908,1.3183202,0.16160142,0.21723346,-0.6681446,-1.4824399,-1.4680103,-0.7957996,-0.0385562,0.7059032,1.301724,0.7389891,0.6861841,0.6104705",Cargo
"-961.9182,15.125783,7.8528714,8.902006,6.809367,5.0310545,2.7884414,3.68534,1.1052227,-0.31194595,-1.3721712,-0.41846627,-0.5334517,-0.40506646,-0.92084384,-0.56155396,-0.8889059,0.018386357,-0.15828758,-0.23464753,-0.673514,0.07397127,0.067530386,0.526143,0.7670877,0.94649464,0.9633842,1.0289261,1.3553927,1.5514784,1.329678,1.3818166,0.9672656,0.94444,1.3160737,1.3141303,1.2173207,0.97663146,1.143334,1.0131431",Cargo
"-941.184,14.828701,2.6006036,5.204821,3.09088,0.25942987,-0.997364,3.064795,-0.8672327,-0.9822511,-4.013846,1.09447,-1.2529975,-0.42387733,-1.3033246,-0.55847174,-2.403935,0.79450446,0.7374018,0.52221346,-0.11682931,1.2131523,0.59556085,0.9090938,1.1620429,1.6581933,1.0633337,0.18143556,1.168336,1.1572211,1.1385472,1.4048041,0.7889757,0.8243351,0.87012416,1.2715493,2.3614185,2.171454,3.111715,2.4735813",Cargo
"-932.052,11.587309,2.8237705,5.065842,2.922853,2.435887,1.2009076,3.2590268,0.8945221,1.5545752,-1.0421349,1.1346468,0.50424993,0.9652136,-0.2050404,1.4537646,-0.53491324,0.65626377,0.61419296,1.1700158,-0.50601715,0.95242316,0.1991319,0.5664141,0.42236352,0.9140131,0.32808363,0.47926745,0.6956772,0.83213973,0.6804645,0.6365034,0.7643887,0.7798136,0.89114,0.76920235,0.8239987,0.46558213,0.67601544,0.67754316",Cargo
"-919.0213,21.571486,7.9403257,7.596159,2.698347,2.1665726,0.6675587,3.0822113,-1.5053325,-0.55238646,-1.7818496,0.5623509,-1.6653109,1.7690837,-0.9718014,0.27958384,-0.7763379,1.3830523,0.3540134,0.7582367,0.15692917,1.395894,0.8173916,1.6005664,1.9560306,1.0518037,0.85945845,0.6753955,1.1814706,0.9411904,0.98433876,0.7611523,0.53600943,0.7289234,0.7664095,0.85454774,0.5729477,0.39996848,0.6751084,0.59711504",Cargo
"-926.2322,34.11543,11.299713,8.27966,-5.541925,-1.3470569,-4.925471,-4.04299,-11.891396,-7.6022334,-3.9471428,-0.42922792,0.49089912,2.354596,-1.8084422,2.5442538,0.60874796,1.8551759,0.059453435,0.2732163,-0.4075539,0.35666817,-0.30747458,1.6657736,0.7354377,0.070371576,0.8263232,0.36217144,0.5051514,1.1551832,0.23121978,0.14178011,-0.35905784,0.8653967,0.71070534,1.258957,0.14113365,0.67377573,0.92007846,1.1144786",Cargo
"-939.6606,12.83706,3.7871883,6.2278237,-1.2777469,-0.6500193,-1.296494,2.7822545,-0.22148636,0.96618724,-2.2244031,2.2653394,0.61015624,3.0039322,-0.010769691,1.5497919,-0.16475472,0.53846127,0.41602424,1.8729289,-0.5929539,1.0981642,-0.10454005,0.7374968,0.28375012,0.9296927,0.36414105,0.28979075,0.1669288,0.6832121,0.12373017,0.49918306,0.32325426,0.35841426,0.7502969,0.5283133,0.48715916,0.100119755,0.48800465,0.4433378",Cargo
"-929.0852,19.131428,1.0038941,3.4205363,-0.072041065,2.172821,0.5176923,6.8761563,-0.5991049,-1.0107393,-2.966756,1.9212608,-1.077459,2.866628,-0.8304338,0.92301863,0.13457938,1.1796261,1.081962,0.19226918,0.02278406,1.080424,0.53755295,1.354638,1.8953717,1.3224896,0.11592875,0.8566462,0.76043475,1.3241009,0.6279139,0.66575617,-0.038669597,0.39527905,0.4196518,1.3460025,0.45803267,0.101098664,0.8962636,0.690788",Cargo
"-918.7853,24.11649,0.059675664,7.742379,1.1904103,-0.68283534,1.4921155,3.4931364,-2.3350408,-2.1446729,-2.4675596,-0.5984399,-1.3734368,1.1546417,-1.4687393,0.44916153,-0.5636216,1.6839687,1.8551306,0.36307818,0.7496033,1.1169182,1.0960108,1.2114625,2.1081011,0.54096276,0.94444054,0.73363084,1.1497973,1.4627,1.181029,0.9004431,0.74574274,0.8415443,1.3172681,1.548444,0.50469136,0.6614359,0.77420807,0.9929416",Cargo
"-964.2281,11.119918,4.7549725,5.8986554,4.525258,3.1179152,2.7348762,2.8114388,2.225896,1.1910673,0.3220154,1.1410993,0.8536928,0.24617323,0.31222352,0.31761965,-0.078900725,0.44763187,0.854377,0.6958834,0.6371617,1.0660644,1.0547612,0.8864312,0.9840331,0.98378646,0.6335404,0.3904249,0.5658188,0.55085593,0.4315796,0.40945846,0.3146689,0.29787844,0.48617026,0.5407459,0.5574982,0.5611582,0.7440118,0.8532395",Cargo
"-940.1172,25.7957,9.026187,9.612724,5.7784896,4.4322357,1.561051,1.0866542,-0.9615709,-1.8680931,-4.571688,-1.3754957,-2.6827738,-1.2026877,-1.4850088,-1.5926136,-4.1469164,-1.8940167,-1.5550426,-1.3564936,-1.729637,-0.9644671,-0.8489995,0.08599992,0.8846729,1.5200492,0.62095267,1.1388193,1.5034842,1.8020601,1.3865825,1.8939509,1.6595528,0.9487116,1.1995139,1.3141464,1.5783625,1.2473463,1.9628729,1.8939513",Cargo
"-897.1241,18.350222,9.720746,8.837881,5.109737,5.3829846,4.506942,4.9193215,3.0206494,2.290838,0.45477104,1.271794,0.5392146,0.9003213,-0.54774183,-0.110130824,-0.7625092,0.025956953,-0.49073923,-0.035444364,-0.07871869,0.7485244,0.6053098,0.9686211,0.6317746,0.414638,0.069373496,-0.17684346,-0.1587521,-0.21887048,-0.35368422,-0.6268031,-0.91293645,-0.7176356,-0.57898664,-0.47725368,-0.2595049,-0.16867022,0.31209502,0.4775506",Cargo
