Features,Class
"[-385.15118408203125, 98.43907928466797, 6.430760383605957, 31.24531364440918, -2.5304243564605713, 18.05073356628418, -1.6505026817321777, 18.192903518676758, -2.4209582805633545, 12.502717971801758, -5.856639862060547, 13.569973945617676, -0.36756646633148193, 12.183951377868652, -2.6360788345336914, 10.441386222839355, -2.2334680557250977, 10.366108894348145, -1.5093445777893066, 6.388829708099365, -3.7816355228424072, 7.475427627563477, -0.5126908421516418, 6.828197956085205, 0.5480422973632812, 5.760987281799316, 0.5131882429122925, 4.425021171569824, 1.3743902444839478, 4.7677741050720215, 0.45213183760643005, 2.761948347091675, 0.5791488885879517, 3.0874552726745605, 1.7629939317703247, 2.72356915473938, 1.0300768613815308, 0.7001211047172546, 1.6559536457061768, 1.5566284656524658]",Cargo
"[-433.9060363769531, 122.62648010253906, 11.356095314025879, 31.506439208984375, -2.724734306335449, 17.331241607666016, 2.0356245040893555, 18.979019165039062, -3.718195915222168, 11.949041366577148, -2.150691270828247, 16.303749084472656, 1.0264980792999268, 8.478324890136719, -4.385910511016846, 8.049912452697754, 0.3763236403465271, 12.32374095916748, 2.4962358474731445, 8.960295677185059, 2.220233678817749, 9.445329666137695, -0.9187818765640259, 5.19380521774292, -3.1676230430603027, 2.4032514095306396, -1.7016410827636719, 5.07725715637207, 1.793663740158081, 4.653247833251953, 0.04560171067714691, 2.7196621894836426, -2.1783761978149414, 0.9633874297142029, -0.8775307536125183, 0.7360507249832153, -0.4688340425491333, 0.5717297792434692, 1.708021879196167, 1.7768404483795166]",Cargo
"[-382.882568359375, 94.27008819580078, 4.64013671875, 29.64303207397461, -2.958250045776367, 18.709489822387695, 1.8183653354644775, 22.682369232177734, -6.001458168029785, 12.186125755310059, -4.822168827056885, 14.586103439331055, -1.8302836418151855, 13.189589500427246, -7.604441165924072, 11.727023124694824, -3.1514861583709717, 11.758321762084961, -1.0545021295547485, 7.006041049957275, -1.7349361181259155, 8.979218482971191, -0.0883173868060112, 7.893643379211426, 1.0411018133163452, 4.893435478210449, 0.37919190526008606, 5.618134021759033, 1.3337290287017822, 5.682755470275879, -0.7636856436729431, 3.077385663986206, -0.6245891451835632, 3.8469135761260986, 1.199533224105835, 4.138740539550781, 0.06599192321300507, 2.9458608627319336, 1.8963685035705566, 3.286104679107666]",Cargo
"[-373.0987548828125, 82.91480255126953, 23.36774444580078, 22.356416702270508, 12.160612106323242, 17.14141273498535, 13.192730903625488, 15.425207138061523, 10.508657455444336, 9.613088607788086, 4.258846282958984, 8.206625938415527, 7.254380702972412, 8.772286415100098, 5.8485517501831055, 7.206794261932373, 4.820058345794678, 6.499130725860596, 5.181185245513916, 5.069971561431885, 3.142503499984741, 4.389408588409424, 4.211219310760498, 4.996212959289551, 4.326632976531982, 3.2487776279449463, 1.1529819965362549, 0.48658907413482666, 1.467217206954956, 2.622540235519409, 2.2278501987457275, 1.2246829271316528, 0.7603124380111694, 0.5777773857116699, 1.7343443632125854, 2.2872467041015625, 3.392476797103882, 3.487022638320923, 4.746252059936523, 4.023849010467529]",Cargo
"[-497.4551086425781, 82.4898681640625, 8.545674324035645, 31.446548461914062, 0.6207195520401001, 25.251863479614258, 6.925741672515869, 20.68394660949707, 1.8308919668197632, 16.16657066345215, -1.241896629333496, 15.53903579711914, 2.6276252269744873, 14.28195858001709, 0.39309290051460266, 12.278267860412598, 0.6216694116592407, 10.868303298950195, -0.550197184085846, 6.874101638793945, -1.187167763710022, 5.587368011474609, -1.3547650575637817, 3.8889522552490234, -2.011451005935669, 2.0625133514404297, -1.0591061115264893, 2.1598613262176514, 0.7035439014434814, 2.924541473388672, 0.8807030320167542, 1.8770968914031982, 0.9200606942176819, 1.9709508419036865, 2.232326030731201, 1.6030330657958984, 2.140606641769409, 1.4514532089233398, 2.904423952102661, 2.045459032058716]",Cargo
"[-429.2357177734375, 110.74945068359375, 15.45815372467041, 39.24541091918945, 1.9738504886627197, 20.90696144104004, 3.5909039974212646, 19.26688575744629, -3.7135510444641113, 8.677192687988281, -5.788136959075928, 11.127098083496094, -1.637296438217163, 11.837703704833984, -2.1386477947235107, 10.840378761291504, -1.2882646322250366, 10.526708602905273, -1.2069512605667114, 4.743341445922852, -2.4515388011932373, 5.032106399536133, -1.8181414604187012, 3.668297529220581, 0.49769309163093567, 2.961846351623535, 0.6507710218429565, 1.5291682481765747, 0.4702328145503998, 1.7322113513946533, 0.05591942369937897, 0.7709470987319946, -0.09893279522657394, 0.8224889636039734, 1.7894963026046753, 0.7225307822227478, 0.12345845252275467, -0.352682888507843, 2.341714859008789, 1.6267621517181396]",Cargo
"[-391.16375732421875, 92.03028869628906, -30.94849967956543, 14.940651893615723, -9.034624099731445, 7.05302095413208, -4.877086639404297, 18.48212242126465, -3.4089202880859375, 11.480534553527832, -7.998904228210449, 14.930573463439941, -4.6402058601379395, 9.153203010559082, -5.454585552215576, 6.29931116104126, -8.803552627563477, 10.340231895446777, -0.8422905206680298, 7.238138675689697, -3.709064483642578, 9.251974105834961, 0.047122035175561905, 6.660281658172607, 1.0717087984085083, 7.661042213439941, 0.3635638654232025, 5.448070526123047, 2.42700457572937, 5.154101848602295, 0.19087457656860352, 5.368768215179443, 1.579099416732788, 2.999178647994995, 2.357637643814087, 5.2513275146484375, 6.242818832397461, 8.089811325073242, 9.408884048461914, 10.053519248962402]",Cargo
"[-424.98260498046875, 102.56644439697266, 15.283559799194336, 31.452800750732422, 2.0707194805145264, 18.059070587158203, -0.4380514919757843, 19.67695426940918, -0.7886347770690918, 12.875083923339844, -6.922142505645752, 11.585882186889648, -2.646338939666748, 8.478975296020508, -5.111876964569092, 7.137321472167969, -5.7207770347595215, 8.067667961120605, -1.4635595083236694, 6.759843349456787, -2.2973318099975586, 7.509790897369385, -0.18839862942695618, 4.749990940093994, -1.0763373374938965, 3.229166269302368, -1.5983936786651611, 1.1321403980255127, -1.149204969406128, 1.1689032316207886, -1.4432252645492554, 1.4620959758758545, -0.8638339042663574, 0.24231606721878052, 1.0463963747024536, 2.7621445655822754, 3.296985149383545, 3.2159199714660645, 4.415180683135986, 4.286026954650879]",Cargo
"[-471.51544189453125, 87.8354721069336, 5.053876876831055, 25.51648712158203, -2.4961538314819336, 28.182950973510742, 1.7691624164581299, 18.420791625976562, -4.352245807647705, 12.844850540161133, -0.4641750752925873, 16.438413619995117, 2.1815168857574463, 14.513627052307129, 1.6322757005691528, 12.514458656311035, 1.1664365530014038, 11.99524211883545, 1.6773537397384644, 6.966407299041748, 0.8323659300804138, 8.00041389465332, 1.3029180765151978, 8.693089485168457, 2.1209352016448975, 6.23071813583374, 1.1329461336135864, 3.6692824363708496, 2.686589002609253, 3.904906749725342, 1.1594359874725342, 2.549309253692627, 1.540303111076355, 3.570556163787842, 3.8604772090911865, 2.9721856117248535, 1.6517354249954224, 1.4787921905517578, 2.8236591815948486, 2.0116188526153564]",Cargo
"[-406.7154541015625, 90.64300537109375, 14.616799354553223, 25.706274032592773, 7.974125385284424, 21.47856903076172, 12.41964340209961, 17.993669509887695, 6.130287170410156, 12.358962059020996, 6.301141738891602, 14.959930419921875, 7.155723571777344, 9.57796859741211, 1.2022773027420044, 7.297812461853027, 2.5420730113983154, 7.1974639892578125, 2.989861249923706, 4.408421039581299, 0.34859123826026917, 3.2695510387420654, 0.7418301701545715, 2.83193302154541, 1.287825345993042, 0.8224063515663147, -0.7790344953536987, -0.4451877474784851, 0.22266191244125366, 1.103082537651062, -0.3318282663822174, -1.1378828287124634, -1.0079457759857178, 0.5591979026794434, 1.3347312211990356, 0.13604620099067688, -1.7112483978271484, -2.010300397872925, 0.003340588416904211, 0.5156857967376709]",Cargo
"[-432.811767578125, 111.9456787109375, 6.219552993774414, 33.408119201660156, 10.555784225463867, 16.953731536865234, 8.341344833374023, 21.599103927612305, 8.790387153625488, 9.608855247497559, 2.5951178073883057, 14.303629875183105, 6.236405849456787, 11.698410987854004, 4.800101280212402, 6.371058940887451, 0.706058919429779, 3.7833831310272217, 3.7586610317230225, 4.453032970428467, 2.3810508251190186, 4.828627109527588, 2.986835241317749, 4.448145866394043, 5.921330451965332, 4.02794885635376, 1.503440260887146, 1.0081037282943726, 1.5512281656265259, 0.7713103890419006, 0.0607326403260231, 0.6347064971923828, 0.4859381318092346, 0.7006606459617615, 1.4353920221328735, 0.8489699363708496, -0.3191203474998474, -2.153568744659424, 0.4596659243106842, -0.7728154063224792]",Cargo
"[-403.9131164550781, 103.71957397460938, -19.43738555908203, 12.073546409606934, -2.3108439445495605, 10.103410720825195, -1.2634247541427612, 21.37583351135254, -1.2901852130889893, 10.860282897949219, -10.420248985290527, 12.787077903747559, -4.167628765106201, 8.040531158447266, -4.0707688331604, 6.102267742156982, -8.465827941894531, 6.86796760559082, -4.282317161560059, 4.460415840148926, -6.097821235656738, 5.528541564941406, -2.4163765907287598, 4.387532711029053, -0.8446714878082275, 5.385039806365967, -0.5418960452079773, 3.87145733833313, 1.2545748949050903, 4.133953094482422, 0.7530399560928345, 4.9767889976501465, 1.5385513305664062, 2.544783592224121, 2.8309929370880127, 5.198757648468018, 5.9920125007629395, 7.383426666259766, 9.04086971282959, 8.048215866088867]",Cargo
"[-378.4615478515625, 88.12288665771484, -24.981748580932617, 22.494976043701172, -11.132559776306152, 8.553442001342773, -7.3242506980896, 15.525601387023926, -0.9335768818855286, 11.896526336669922, -11.288071632385254, 16.538082122802734, -5.546656131744385, 8.668959617614746, -6.9716901779174805, 6.86431884765625, -10.711344718933105, 8.77270793914795, -0.4927307665348053, 10.491501808166504, -1.864804983139038, 9.999176025390625, -0.4364260137081146, 8.106616973876953, 1.797209620475769, 10.908474922180176, 0.9463565349578857, 3.801187038421631, -0.49473926424980164, 4.355022430419922, -1.2005603313446045, 4.666391849517822, 0.8199419975280762, 1.8940043449401855, 0.5612982511520386, 3.4039788246154785, 1.6237297058105469, 1.719387173652649, 1.7795017957687378, 7.544600009918213]",Cargo
"[-430.2357177734375, 115.29015350341797, 9.925686836242676, 33.85795211791992, -0.2548050284385681, 23.292556762695312, 5.8449859619140625, 21.6234188079834, -8.20085334777832, 10.912899017333984, -2.0239739418029785, 13.97969913482666, 4.228344917297363, 15.264911651611328, -0.43223392963409424, 10.932019233703613, -1.5986086130142212, 10.981948852539062, -0.05270962044596672, 7.479489326477051, -1.5020637512207031, 6.624648094177246, -2.5675346851348877, 4.78692102432251, -2.9586336612701416, 3.5308520793914795, 0.8677423000335693, 3.6245944499969482, 0.028695140033960342, 3.043846368789673, -0.2517215311527252, 2.2942535877227783, -0.6491436958312988, 2.2383244037628174, 0.9251695871353149, 1.9803317785263062, -0.6429158449172974, 0.5228176116943359, 1.2244561910629272, 2.0343241691589355]",Cargo
"[-444.0799255371094, 104.9879150390625, 7.572445392608643, 28.16908073425293, 8.379656791687012, 19.402814865112305, 8.59692096710205, 21.251689910888672, 9.505523681640625, 13.288446426391602, 0.8150015473365784, 13.10718059539795, 6.7108917236328125, 9.737483978271484, 2.3648242950439453, 7.204290866851807, 0.41078323125839233, 7.530642032623291, 3.5319104194641113, 5.25468635559082, -0.29399096965789795, 3.5487964153289795, 2.743291139602661, 4.062588214874268, 3.488053560256958, 2.996580123901367, 2.462430715560913, 1.3283452987670898, 3.6675164699554443, 2.9222025871276855, 2.9507336616516113, 2.5453238487243652, 2.3227169513702393, 0.20718979835510254, 1.8367624282836914, 1.675532579421997, 2.6976726055145264, 1.1053930521011353, 3.0058443546295166, 1.994127869606018]",Cargo
"[-375.09246826171875, 94.04875946044922, -29.42767333984375, 16.02691078186035, -10.56031322479248, 1.9817986488342285, -9.444916725158691, 15.182092666625977, -1.484663963317871, 11.136886596679688, -12.975822448730469, 13.695330619812012, -4.216780662536621, 8.88691520690918, -7.68206787109375, 4.524198532104492, -9.408191680908203, 7.206382751464844, -1.6260539293289185, 7.796681880950928, -5.247100353240967, 8.020254135131836, -0.6121970415115356, 6.170483112335205, 0.9234735369682312, 8.747207641601562, 1.240403652191162, 5.283552646636963, 1.4676101207733154, 6.600720405578613, 1.7255619764328003, 4.862773418426514, 1.0292373895645142, 3.02614426612854, 2.2869346141815186, 4.863938808441162, 6.100634574890137, 8.445804595947266, 10.10840892791748, 9.98275375366211]",Cargo
"[-408.17535400390625, 100.385498046875, -18.757116317749023, 21.88168716430664, -6.096510410308838, 10.260339736938477, -3.3953676223754883, 17.80638885498047, -6.946749687194824, 9.026152610778809, -9.446358680725098, 14.821261405944824, -3.9480416774749756, 10.75320816040039, -5.6717047691345215, 6.264930248260498, -8.144702911376953, 7.090585708618164, -2.5121243000030518, 7.094724655151367, -5.122950077056885, 6.77847957611084, -3.2021255493164062, 5.221731662750244, 0.3051397502422333, 7.641290187835693, -1.1791138648986816, 3.400592565536499, -0.9724672436714172, 4.735517501831055, 1.2535978555679321, 6.027487754821777, 1.543939232826233, 3.9891631603240967, 3.6156368255615234, 4.9068827629089355, 2.710139513015747, 2.6009464263916016, 4.483434677124023, 4.484835147857666]",Cargo
"[-445.8968505859375, 113.67150115966797, 12.91626262664795, 33.02219009399414, -1.4027035236358643, 20.1770076751709, 5.533758163452148, 18.41775894165039, -5.670952796936035, 9.70969009399414, -4.621049880981445, 10.741198539733887, -3.334475517272949, 6.329874515533447, -5.7085700035095215, 4.603641510009766, -3.1972105503082275, 6.875355243682861, -1.4207154512405396, 3.6315386295318604, -2.1616599559783936, 5.165045261383057, -1.1475303173065186, 6.299816608428955, 0.5751314759254456, 3.740630626678467, 0.9273457527160645, 2.605912923812866, 1.2563120126724243, 2.644343614578247, 0.9712691903114319, 1.480535626411438, -0.21376380324363708, 2.1789281368255615, 3.1622142791748047, 3.309781551361084, 2.5208284854888916, 2.5234062671661377, 3.8871946334838867, 3.033233165740967]",Cargo
"[-407.9683837890625, 88.1241455078125, -29.969593048095703, 11.123497009277344, -12.311062812805176, 11.959555625915527, -0.25636452436447144, 17.460359573364258, -5.639723777770996, 7.700336456298828, -10.05606746673584, 11.534168243408203, -7.098730564117432, 9.572113037109375, -4.117989540100098, 4.716270446777344, -10.080556869506836, 6.603257656097412, -3.0180015563964844, 7.244366645812988, -2.2183563709259033, 8.016565322875977, -0.5800588130950928, 7.089292049407959, 3.20430326461792, 9.78741455078125, 2.873985767364502, 5.614909648895264, 2.2810428142547607, 4.934825420379639, 2.57417368888855, 7.5263495445251465, 4.246218204498291, 5.752687454223633, 5.671825885772705, 6.401711940765381, 5.385801792144775, 5.088028907775879, 5.990213871002197, 5.934067249298096]",Cargo
"[-374.4839782714844, 89.9104232788086, -22.200471878051758, 15.751240730285645, -7.212592124938965, 5.410323619842529, -6.562219142913818, 17.99736976623535, -3.3042988777160645, 11.867586135864258, -12.644051551818848, 15.755757331848145, -3.704630136489868, 7.586172580718994, -6.659718036651611, 7.208165645599365, -10.46506404876709, 9.25357437133789, -1.2168724536895752, 8.902021408081055, -3.7004575729370117, 8.52025318145752, -0.9280102252960205, 7.774506092071533, 1.1462223529815674, 9.91379451751709, 0.15582655370235443, 5.149642467498779, 1.143223762512207, 6.042930603027344, 0.9981815218925476, 6.102572917938232, 0.5033488273620605, 3.3022515773773193, 1.3137211799621582, 6.435079097747803, 5.7887864112854, 8.824543952941895, 8.561575889587402, 9.29074478149414]",Cargo
"[-445.9291687011719, 96.64537048339844, -9.018875122070312, 23.60477066040039, -4.115998268127441, 12.28888988494873, -1.0494275093078613, 18.701366424560547, -3.7177746295928955, 10.70749282836914, -8.626628875732422, 13.166848182678223, -2.5725810527801514, 8.433480262756348, -4.814441204071045, 7.26698637008667, -5.347573757171631, 8.184480667114258, -0.5733076333999634, 6.553014278411865, -2.17828106880188, 7.627231597900391, 0.1536703258752823, 6.934909820556641, 1.8898378610610962, 6.877173900604248, 0.8518291711807251, 3.8750953674316406, 2.229327917098999, 4.939494609832764, 2.400059938430786, 4.973302841186523, 2.050966501235962, 3.104491949081421, 2.7774577140808105, 4.9508748054504395, 4.77555513381958, 5.322281837463379, 6.298038959503174, 5.9072771072387695]",Cargo
"[-359.1065673828125, 101.22286224365234, -1.7284948825836182, 24.818485260009766, -8.744744300842285, 12.805691719055176, -3.1762876510620117, 19.10631561279297, -8.37220573425293, 8.234967231750488, -8.31286334991455, 12.857807159423828, -2.9049570560455322, 13.721930503845215, -4.548519611358643, 10.655461311340332, -2.2281012535095215, 9.802618980407715, 1.479258418083191, 6.793703079223633, -0.7294512987136841, 7.597095012664795, 0.7060587406158447, 6.2909770011901855, 2.321784257888794, 5.051678657531738, 0.6320972442626953, 4.911249160766602, 1.7665936946868896, 5.594984531402588, 0.5859650373458862, 3.3554515838623047, -0.17861813306808472, 4.193516254425049, 2.1006882190704346, 4.823056697845459, 0.45021378993988037, 2.161813735961914, 2.2607812881469727, 3.5798046588897705]",Cargo
"[-424.9459533691406, 73.7807388305664, 11.348381996154785, 23.2117862701416, 6.923098087310791, 21.26881217956543, 5.874178409576416, 21.463642120361328, 5.845851421356201, 15.103391647338867, 2.208766222000122, 16.108274459838867, 7.043291091918945, 14.99105453491211, 3.114325761795044, 11.692023277282715, 1.776427149772644, 9.526965141296387, 3.410156488418579, 8.455694198608398, 1.5091073513031006, 6.288786888122559, 1.8424782752990723, 7.075835227966309, 4.273898601531982, 5.59462833404541, 2.1848230361938477, 3.4917938709259033, 2.784494161605835, 3.647317409515381, 3.058988571166992, 3.4234731197357178, 1.282802700996399, 1.841394066810608, 3.2780702114105225, 3.183786630630493, 1.6484087705612183, 0.43248188495635986, 2.557814121246338, 2.518472194671631]",Cargo
"[-358.3583679199219, 77.89964294433594, 22.111726760864258, 21.706470489501953, 12.35412311553955, 16.76970863342285, 11.976095199584961, 15.665608406066895, 9.315558433532715, 9.590659141540527, 4.353198051452637, 10.017023086547852, 7.72931432723999, 10.157760620117188, 6.317000389099121, 8.142870903015137, 4.192412376403809, 7.099377632141113, 5.47810697555542, 5.238922119140625, 2.251086950302124, 3.892291784286499, 2.6126275062561035, 3.6625189781188965, 3.705763816833496, 3.7334961891174316, 1.6958401203155518, 0.7792832255363464, 1.7077146768569946, 2.7943403720855713, 2.2758913040161133, 1.7388145923614502, 1.4297561645507812, 1.8507192134857178, 2.768202543258667, 2.558758497238159, 2.065798282623291, 1.0400038957595825, 2.2270448207855225, 2.367152452468872]",Cargo
"[-397.2372741699219, 99.03216552734375, -14.995482444763184, 17.920686721801758, -4.623111724853516, 8.494158744812012, -6.622199535369873, 16.374149322509766, -3.7997243404388428, 9.317862510681152, -13.958378791809082, 12.092369079589844, -4.979377746582031, 6.499560356140137, -7.529943943023682, 6.020169258117676, -10.109790802001953, 6.721582412719727, -4.569055080413818, 5.983273506164551, -6.393800258636475, 5.250580787658691, -3.4261586666107178, 5.752704620361328, -0.35320356488227844, 7.909311771392822, 0.02917373925447464, 4.636178970336914, 0.20080173015594482, 5.496810436248779, 0.8163840770721436, 5.604691028594971, 0.49150562286376953, 2.6987569332122803, 1.928880214691162, 6.1377363204956055, 5.988769054412842, 8.313044548034668, 8.484277725219727, 8.703363418579102]",Cargo
"[-434.5665588378906, 106.07133483886719, 6.284958362579346, 31.66525650024414, 0.8928256034851074, 15.623642921447754, 0.09594891965389252, 20.119081497192383, -0.5923928618431091, 13.103816032409668, -6.959677219390869, 14.900105476379395, -2.6405577659606934, 9.454328536987305, -4.142690181732178, 7.079431056976318, -6.885939598083496, 7.488171577453613, -2.5236876010894775, 6.390304088592529, -3.52201247215271, 7.005477428436279, -0.7033471465110779, 6.232240200042725, -0.05321693420410156, 5.109293460845947, -1.9943784475326538, 1.920962929725647, -0.3232891857624054, 3.417980194091797, -0.27001097798347473, 2.478065252304077, -0.5175744891166687, 1.309545874595642, 1.2903941869735718, 2.0369131565093994, 1.4213722944259644, 1.0860792398452759, 2.543367385864258, 3.1055612564086914]",Cargo
