Features,Class
"[-3.8515118e+02  9.8439079e+01  6.4307604e+00  3.1245314e+01
 -2.5304244e+00  1.8050734e+01 -1.6505027e+00  1.8192904e+01
 -2.4209583e+00  1.2502718e+01 -5.8566399e+00  1.3569974e+01
 -3.6756647e-01  1.2183951e+01 -2.6360788e+00  1.0441386e+01
 -2.2334681e+00  1.0366109e+01 -1.5093446e+00  6.3888297e+00
 -3.7816355e+00  7.4754276e+00 -5.1269084e-01  6.8281980e+00
  5.4804230e-01  5.7609873e+00  5.1318824e-01  4.4250212e+00
  1.3743902e+00  4.7677741e+00  4.5213184e-01  2.7619483e+00
  5.7914889e-01  3.0874553e+00  1.7629939e+00  2.7235692e+00
  1.0300769e+00  7.0012110e-01  1.6559536e+00  1.5566285e+00]",Cargo
"[-4.3390604e+02  1.2262648e+02  1.1356095e+01  3.1506439e+01
 -2.7247343e+00  1.7331242e+01  2.0356245e+00  1.8979019e+01
 -3.7181959e+00  1.1949041e+01 -2.1506913e+00  1.6303749e+01
  1.0264981e+00  8.4783249e+00 -4.3859105e+00  8.0499125e+00
  3.7632364e-01  1.2323741e+01  2.4962358e+00  8.9602957e+00
  2.2202337e+00  9.4453297e+00 -9.1878188e-01  5.1938052e+00
 -3.1676230e+00  2.4032514e+00 -1.7016411e+00  5.0772572e+00
  1.7936637e+00  4.6532478e+00  4.5601711e-02  2.7196622e+00
 -2.1783762e+00  9.6338743e-01 -8.7753075e-01  7.3605072e-01
 -4.6883404e-01  5.7172978e-01  1.7080219e+00  1.7768404e+00]",Cargo
"[-3.82882568e+02  9.42700882e+01  4.64013672e+00  2.96430321e+01
 -2.95825005e+00  1.87094898e+01  1.81836534e+00  2.26823692e+01
 -6.00145817e+00  1.21861258e+01 -4.82216883e+00  1.45861034e+01
 -1.83028364e+00  1.31895895e+01 -7.60444117e+00  1.17270231e+01
 -3.15148616e+00  1.17583218e+01 -1.05450213e+00  7.00604105e+00
 -1.73493612e+00  8.97921848e+00 -8.83173868e-02  7.89364338e+00
  1.04110181e+00  4.89343548e+00  3.79191905e-01  5.61813402e+00
  1.33372903e+00  5.68275547e+00 -7.63685644e-01  3.07738566e+00
 -6.24589145e-01  3.84691358e+00  1.19953322e+00  4.13874054e+00
  6.59919232e-02  2.94586086e+00  1.89636850e+00  3.28610468e+00]",Cargo
"[-373.09875      82.9148       23.367744     22.356417     12.160612
   17.141413     13.192731     15.425207     10.508657      9.613089
    4.2588463     8.206626      7.2543807     8.772286      5.8485518
    7.2067943     4.8200583     6.4991307     5.1811852     5.0699716
    3.1425035     4.3894086     4.2112193     4.996213      4.326633
    3.2487776     1.152982      0.48658907    1.4672172     2.6225402
    2.2278502     1.2246829     0.76031244    0.5777774     1.7343444
    2.2872467     3.3924768     3.4870226     4.746252      4.023849  ]",Cargo
"[-4.9745511e+02  8.2489868e+01  8.5456743e+00  3.1446548e+01
  6.2071955e-01  2.5251863e+01  6.9257417e+00  2.0683947e+01
  1.8308920e+00  1.6166571e+01 -1.2418966e+00  1.5539036e+01
  2.6276252e+00  1.4281959e+01  3.9309290e-01  1.2278268e+01
  6.2166941e-01  1.0868303e+01 -5.5019718e-01  6.8741016e+00
 -1.1871678e+00  5.5873680e+00 -1.3547651e+00  3.8889523e+00
 -2.0114510e+00  2.0625134e+00 -1.0591061e+00  2.1598613e+00
  7.0354390e-01  2.9245415e+00  8.8070303e-01  1.8770969e+00
  9.2006069e-01  1.9709508e+00  2.2323260e+00  1.6030331e+00
  2.1406066e+00  1.4514532e+00  2.9044240e+00  2.0454590e+00]",Cargo
"[-4.2923572e+02  1.1074945e+02  1.5458154e+01  3.9245411e+01
  1.9738505e+00  2.0906961e+01  3.5909040e+00  1.9266886e+01
 -3.7135510e+00  8.6771927e+00 -5.7881370e+00  1.1127098e+01
 -1.6372964e+00  1.1837704e+01 -2.1386478e+00  1.0840379e+01
 -1.2882646e+00  1.0526709e+01 -1.2069513e+00  4.7433414e+00
 -2.4515388e+00  5.0321064e+00 -1.8181415e+00  3.6682975e+00
  4.9769309e-01  2.9618464e+00  6.5077102e-01  1.5291682e+00
  4.7023281e-01  1.7322114e+00  5.5919424e-02  7.7094710e-01
 -9.8932795e-02  8.2248896e-01  1.7894963e+00  7.2253078e-01
  1.2345845e-01 -3.5268289e-01  2.3417149e+00  1.6267622e+00]",Cargo
"[-3.9116376e+02  9.2030289e+01 -3.0948500e+01  1.4940652e+01
 -9.0346241e+00  7.0530210e+00 -4.8770866e+00  1.8482122e+01
 -3.4089203e+00  1.1480535e+01 -7.9989042e+00  1.4930573e+01
 -4.6402059e+00  9.1532030e+00 -5.4545856e+00  6.2993112e+00
 -8.8035526e+00  1.0340232e+01 -8.4229052e-01  7.2381387e+00
 -3.7090645e+00  9.2519741e+00  4.7122035e-02  6.6602817e+00
  1.0717088e+00  7.6610422e+00  3.6356387e-01  5.4480705e+00
  2.4270046e+00  5.1541018e+00  1.9087458e-01  5.3687682e+00
  1.5790994e+00  2.9991786e+00  2.3576376e+00  5.2513275e+00
  6.2428188e+00  8.0898113e+00  9.4088840e+00  1.0053519e+01]",Cargo
"[-4.24982605e+02  1.02566444e+02  1.52835598e+01  3.14528008e+01
  2.07071948e+00  1.80590706e+01 -4.38051492e-01  1.96769543e+01
 -7.88634777e-01  1.28750839e+01 -6.92214251e+00  1.15858822e+01
 -2.64633894e+00  8.47897530e+00 -5.11187696e+00  7.13732147e+00
 -5.72077703e+00  8.06766796e+00 -1.46355951e+00  6.75984335e+00
 -2.29733181e+00  7.50979090e+00 -1.88398629e-01  4.74999094e+00
 -1.07633734e+00  3.22916627e+00 -1.59839368e+00  1.13214040e+00
 -1.14920497e+00  1.16890323e+00 -1.44322526e+00  1.46209598e+00
 -8.63833904e-01  2.42316067e-01  1.04639637e+00  2.76214457e+00
  3.29698515e+00  3.21591997e+00  4.41518068e+00  4.28602695e+00]",Cargo
"[-4.7151544e+02  8.7835472e+01  5.0538769e+00  2.5516487e+01
 -2.4961538e+00  2.8182951e+01  1.7691624e+00  1.8420792e+01
 -4.3522458e+00  1.2844851e+01 -4.6417508e-01  1.6438414e+01
  2.1815169e+00  1.4513627e+01  1.6322757e+00  1.2514459e+01
  1.1664366e+00  1.1995242e+01  1.6773537e+00  6.9664073e+00
  8.3236593e-01  8.0004139e+00  1.3029181e+00  8.6930895e+00
  2.1209352e+00  6.2307181e+00  1.1329461e+00  3.6692824e+00
  2.6865890e+00  3.9049067e+00  1.1594360e+00  2.5493093e+00
  1.5403031e+00  3.5705562e+00  3.8604772e+00  2.9721856e+00
  1.6517354e+00  1.4787922e+00  2.8236592e+00  2.0116189e+00]",Cargo
"[-4.0671545e+02  9.0643005e+01  1.4616799e+01  2.5706274e+01
  7.9741254e+00  2.1478569e+01  1.2419643e+01  1.7993670e+01
  6.1302872e+00  1.2358962e+01  6.3011417e+00  1.4959930e+01
  7.1557236e+00  9.5779686e+00  1.2022773e+00  7.2978125e+00
  2.5420730e+00  7.1974640e+00  2.9898612e+00  4.4084210e+00
  3.4859124e-01  3.2695510e+00  7.4183017e-01  2.8319330e+00
  1.2878253e+00  8.2240635e-01 -7.7903450e-01 -4.4518775e-01
  2.2266191e-01  1.1030825e+00 -3.3182827e-01 -1.1378828e+00
 -1.0079458e+00  5.5919790e-01  1.3347312e+00  1.3604620e-01
 -1.7112484e+00 -2.0103004e+00  3.3405884e-03  5.1568580e-01]",Cargo
"[-4.3281177e+02  1.1194568e+02  6.2195530e+00  3.3408119e+01
  1.0555784e+01  1.6953732e+01  8.3413448e+00  2.1599104e+01
  8.7903872e+00  9.6088552e+00  2.5951178e+00  1.4303630e+01
  6.2364058e+00  1.1698411e+01  4.8001013e+00  6.3710589e+00
  7.0605892e-01  3.7833831e+00  3.7586610e+00  4.4530330e+00
  2.3810508e+00  4.8286271e+00  2.9868352e+00  4.4481459e+00
  5.9213305e+00  4.0279489e+00  1.5034403e+00  1.0081037e+00
  1.5512282e+00  7.7131039e-01  6.0732640e-02  6.3470650e-01
  4.8593813e-01  7.0066065e-01  1.4353920e+00  8.4896994e-01
 -3.1912035e-01 -2.1535687e+00  4.5966592e-01 -7.7281541e-01]",Cargo
"[-403.91312     103.719574    -19.437386     12.073546     -2.310844
   10.103411     -1.2634248    21.375834     -1.2901852    10.860283
  -10.420249     12.787078     -4.167629      8.040531     -4.070769
    6.1022677    -8.465828      6.8679676    -4.282317      4.460416
   -6.097821      5.5285416    -2.4163766     4.3875327    -0.8446715
    5.38504      -0.54189605    3.8714573     1.2545749     4.133953
    0.75303996    4.976789      1.5385513     2.5447836     2.830993
    5.1987576     5.9920125     7.3834267     9.04087       8.048216  ]",Cargo
"[-378.46155      88.12289     -24.981749     22.494976    -11.13256
    8.553442     -7.3242507    15.525601     -0.9335769    11.896526
  -11.288072     16.538082     -5.546656      8.66896      -6.97169
    6.864319    -10.711345      8.772708     -0.49273077   10.491502
   -1.864805      9.999176     -0.436426      8.106617      1.7972096
   10.908475      0.94635653    3.801187     -0.49473926    4.3550224
   -1.2005603     4.666392      0.819942      1.8940043     0.56129825
    3.4039788     1.6237297     1.7193872     1.7795018     7.5446    ]",Cargo
"[-4.3023572e+02  1.1529015e+02  9.9256868e+00  3.3857952e+01
 -2.5480503e-01  2.3292557e+01  5.8449860e+00  2.1623419e+01
 -8.2008533e+00  1.0912899e+01 -2.0239739e+00  1.3979699e+01
  4.2283449e+00  1.5264912e+01 -4.3223393e-01  1.0932019e+01
 -1.5986086e+00  1.0981949e+01 -5.2709620e-02  7.4794893e+00
 -1.5020638e+00  6.6246481e+00 -2.5675347e+00  4.7869210e+00
 -2.9586337e+00  3.5308521e+00  8.6774230e-01  3.6245944e+00
  2.8695140e-02  3.0438464e+00 -2.5172153e-01  2.2942536e+00
 -6.4914370e-01  2.2383244e+00  9.2516959e-01  1.9803318e+00
 -6.4291584e-01  5.2281761e-01  1.2244562e+00  2.0343242e+00]",Cargo
"[-4.44079926e+02  1.04987915e+02  7.57244539e+00  2.81690807e+01
  8.37965679e+00  1.94028149e+01  8.59692097e+00  2.12516899e+01
  9.50552368e+00  1.32884464e+01  8.15001547e-01  1.31071806e+01
  6.71089172e+00  9.73748398e+00  2.36482430e+00  7.20429087e+00
  4.10783231e-01  7.53064203e+00  3.53191042e+00  5.25468636e+00
 -2.93990970e-01  3.54879642e+00  2.74329114e+00  4.06258821e+00
  3.48805356e+00  2.99658012e+00  2.46243072e+00  1.32834530e+00
  3.66751647e+00  2.92220259e+00  2.95073366e+00  2.54532385e+00
  2.32271695e+00  2.07189798e-01  1.83676243e+00  1.67553258e+00
  2.69767261e+00  1.10539305e+00  3.00584435e+00  1.99412787e+00]",Cargo
"[-375.09247      94.04876     -29.427673     16.02691     -10.560313
    1.9817986    -9.444917     15.182093     -1.484664     11.136887
  -12.975822     13.695331     -4.2167807     8.886915     -7.682068
    4.5241985    -9.408192      7.2063828    -1.6260539     7.796682
   -5.2471004     8.020254     -0.61219704    6.170483      0.92347354
    8.747208      1.2404037     5.2835526     1.4676101     6.6007204
    1.725562      4.8627734     1.0292374     3.0261443     2.2869346
    4.863939      6.1006346     8.445805     10.108409      9.982754  ]",Cargo
"[-4.0817535e+02  1.0038550e+02 -1.8757116e+01  2.1881687e+01
 -6.0965104e+00  1.0260340e+01 -3.3953676e+00  1.7806389e+01
 -6.9467497e+00  9.0261526e+00 -9.4463587e+00  1.4821261e+01
 -3.9480417e+00  1.0753208e+01 -5.6717048e+00  6.2649302e+00
 -8.1447029e+00  7.0905857e+00 -2.5121243e+00  7.0947247e+00
 -5.1229501e+00  6.7784796e+00 -3.2021255e+00  5.2217317e+00
  3.0513975e-01  7.6412902e+00 -1.1791139e+00  3.4005926e+00
 -9.7246724e-01  4.7355175e+00  1.2535979e+00  6.0274878e+00
  1.5439392e+00  3.9891632e+00  3.6156368e+00  4.9068828e+00
  2.7101395e+00  2.6009464e+00  4.4834347e+00  4.4848351e+00]",Cargo
"[-4.4589685e+02  1.1367150e+02  1.2916263e+01  3.3022190e+01
 -1.4027035e+00  2.0177008e+01  5.5337582e+00  1.8417759e+01
 -5.6709528e+00  9.7096901e+00 -4.6210499e+00  1.0741199e+01
 -3.3344755e+00  6.3298745e+00 -5.7085700e+00  4.6036415e+00
 -3.1972106e+00  6.8753552e+00 -1.4207155e+00  3.6315386e+00
 -2.1616600e+00  5.1650453e+00 -1.1475303e+00  6.2998166e+00
  5.7513148e-01  3.7406306e+00  9.2734575e-01  2.6059129e+00
  1.2563120e+00  2.6443436e+00  9.7126919e-01  1.4805356e+00
 -2.1376380e-01  2.1789281e+00  3.1622143e+00  3.3097816e+00
  2.5208285e+00  2.5234063e+00  3.8871946e+00  3.0332332e+00]",Cargo
"[-4.0796838e+02  8.8124146e+01 -2.9969593e+01  1.1123497e+01
 -1.2311063e+01  1.1959556e+01 -2.5636452e-01  1.7460360e+01
 -5.6397238e+00  7.7003365e+00 -1.0056067e+01  1.1534168e+01
 -7.0987306e+00  9.5721130e+00 -4.1179895e+00  4.7162704e+00
 -1.0080557e+01  6.6032577e+00 -3.0180016e+00  7.2443666e+00
 -2.2183564e+00  8.0165653e+00 -5.8005881e-01  7.0892920e+00
  3.2043033e+00  9.7874146e+00  2.8739858e+00  5.6149096e+00
  2.2810428e+00  4.9348254e+00  2.5741737e+00  7.5263495e+00
  4.2462182e+00  5.7526875e+00  5.6718259e+00  6.4017119e+00
  5.3858018e+00  5.0880289e+00  5.9902139e+00  5.9340672e+00]",Cargo
"[-3.7448398e+02  8.9910423e+01 -2.2200472e+01  1.5751241e+01
 -7.2125921e+00  5.4103236e+00 -6.5622191e+00  1.7997370e+01
 -3.3042989e+00  1.1867586e+01 -1.2644052e+01  1.5755757e+01
 -3.7046301e+00  7.5861726e+00 -6.6597180e+00  7.2081656e+00
 -1.0465064e+01  9.2535744e+00 -1.2168725e+00  8.9020214e+00
 -3.7004576e+00  8.5202532e+00 -9.2801023e-01  7.7745061e+00
  1.1462224e+00  9.9137945e+00  1.5582655e-01  5.1496425e+00
  1.1432238e+00  6.0429306e+00  9.9818152e-01  6.1025729e+00
  5.0334883e-01  3.3022516e+00  1.3137212e+00  6.4350791e+00
  5.7887864e+00  8.8245440e+00  8.5615759e+00  9.2907448e+00]",Cargo
"[-4.4592917e+02  9.6645370e+01 -9.0188751e+00  2.3604771e+01
 -4.1159983e+00  1.2288890e+01 -1.0494275e+00  1.8701366e+01
 -3.7177746e+00  1.0707493e+01 -8.6266289e+00  1.3166848e+01
 -2.5725811e+00  8.4334803e+00 -4.8144412e+00  7.2669864e+00
 -5.3475738e+00  8.1844807e+00 -5.7330763e-01  6.5530143e+00
 -2.1782811e+00  7.6272316e+00  1.5367033e-01  6.9349098e+00
  1.8898379e+00  6.8771739e+00  8.5182917e-01  3.8750954e+00
  2.2293279e+00  4.9394946e+00  2.4000599e+00  4.9733028e+00
  2.0509665e+00  3.1044919e+00  2.7774577e+00  4.9508748e+00
  4.7755551e+00  5.3222818e+00  6.2980390e+00  5.9072771e+00]",Cargo
"[-3.59106567e+02  1.01222862e+02 -1.72849488e+00  2.48184853e+01
 -8.74474430e+00  1.28056917e+01 -3.17628765e+00  1.91063156e+01
 -8.37220573e+00  8.23496723e+00 -8.31286335e+00  1.28578072e+01
 -2.90495706e+00  1.37219305e+01 -4.54851961e+00  1.06554613e+01
 -2.22810125e+00  9.80261898e+00  1.47925842e+00  6.79370308e+00
 -7.29451299e-01  7.59709501e+00  7.06058741e-01  6.29097700e+00
  2.32178426e+00  5.05167866e+00  6.32097244e-01  4.91124916e+00
  1.76659369e+00  5.59498453e+00  5.85965037e-01  3.35545158e+00
 -1.78618133e-01  4.19351625e+00  2.10068822e+00  4.82305670e+00
  4.50213790e-01  2.16181374e+00  2.26078129e+00  3.57980466e+00]",Cargo
"[-424.94595      73.78074      11.348382     23.211786      6.923098
   21.268812      5.8741784    21.463642      5.8458514    15.103392
    2.2087662    16.108274      7.043291     14.991055      3.1143258
   11.692023      1.7764271     9.526965      3.4101565     8.455694
    1.5091074     6.288787      1.8424783     7.075835      4.2738986
    5.5946283     2.184823      3.4917939     2.7844942     3.6473174
    3.0589886     3.4234731     1.2828027     1.8413941     3.2780702
    3.1837866     1.6484088     0.43248188    2.5578141     2.5184722 ]",Cargo
"[-358.35837     77.89964     22.111727    21.70647     12.354123
   16.769709    11.976095    15.665608     9.315558     9.590659
    4.353198    10.017023     7.7293143   10.157761     6.3170004
    8.142871     4.1924124    7.0993776    5.478107     5.238922
    2.251087     3.8922918    2.6126275    3.662519     3.7057638
    3.7334962    1.6958401    0.7792832    1.7077147    2.7943404
    2.2758913    1.7388146    1.4297562    1.8507192    2.7682025
    2.5587585    2.0657983    1.0400039    2.2270448    2.3671525]",Cargo
"[-3.9723727e+02  9.9032166e+01 -1.4995482e+01  1.7920687e+01
 -4.6231117e+00  8.4941587e+00 -6.6221995e+00  1.6374149e+01
 -3.7997243e+00  9.3178625e+00 -1.3958379e+01  1.2092369e+01
 -4.9793777e+00  6.4995604e+00 -7.5299439e+00  6.0201693e+00
 -1.0109791e+01  6.7215824e+00 -4.5690551e+00  5.9832735e+00
 -6.3938003e+00  5.2505808e+00 -3.4261587e+00  5.7527046e+00
 -3.5320356e-01  7.9093118e+00  2.9173739e-02  4.6361790e+00
  2.0080173e-01  5.4968104e+00  8.1638408e-01  5.6046910e+00
  4.9150562e-01  2.6987569e+00  1.9288802e+00  6.1377363e+00
  5.9887691e+00  8.3130445e+00  8.4842777e+00  8.7033634e+00]",Cargo
"[-4.34566559e+02  1.06071335e+02  6.28495836e+00  3.16652565e+01
  8.92825603e-01  1.56236429e+01  9.59489197e-02  2.01190815e+01
 -5.92392862e-01  1.31038160e+01 -6.95967722e+00  1.49001055e+01
 -2.64055777e+00  9.45432854e+00 -4.14269018e+00  7.07943106e+00
 -6.88593960e+00  7.48817158e+00 -2.52368760e+00  6.39030409e+00
 -3.52201247e+00  7.00547743e+00 -7.03347147e-01  6.23224020e+00
 -5.32169342e-02  5.10929346e+00 -1.99437845e+00  1.92096293e+00
 -3.23289186e-01  3.41798019e+00 -2.70010978e-01  2.47806525e+00
 -5.17574489e-01  1.30954587e+00  1.29039419e+00  2.03691316e+00
  1.42137229e+00  1.08607924e+00  2.54336739e+00  3.10556126e+00]",Cargo
"[-3.4873477e+02  9.0730316e+01 -1.7563379e+01  2.2245340e+01
 -8.8944368e+00  1.0678369e+01 -4.0660696e+00  1.6084118e+01
 -4.9037752e+00  7.2486424e+00 -1.2242076e+01  9.0879021e+00
 -6.6370540e+00  7.9430547e+00 -7.1994238e+00  4.7516446e+00
 -9.1453781e+00  4.3222227e+00 -3.0308816e+00  6.4308395e+00
 -5.1131005e+00  7.3418899e+00 -1.5808030e+00  6.7747769e+00
  1.6383666e+00  7.0190191e+00 -9.0455437e-01  3.2849283e+00
 -1.8996018e-01  5.9465046e+00  1.7760575e+00  4.7606130e+00
  2.4765939e-01  2.1416626e+00  1.8508544e+00  6.3502488e+00
  6.9604001e+00  8.5337372e+00  9.9579020e+00  9.2858610e+00]",Cargo
"[-3.5736667e+02  9.1757172e+01  1.9391203e+00  3.1609097e+01
 -5.6331649e+00  2.1407043e+01  2.8992908e+00  1.9604694e+01
 -5.7409148e+00  6.9480138e+00 -6.4124961e+00  1.4823192e+01
 -1.6664262e+00  1.5383103e+01 -6.5219884e+00  1.1180724e+01
 -4.6082420e+00  9.5895557e+00 -1.4169436e+00  5.7722578e+00
 -3.1673770e+00  6.9575715e+00 -8.2928616e-01  6.5921125e+00
  9.7449428e-01  5.3075247e+00 -4.7512177e-01  4.5421567e+00
 -4.1222591e-03  5.2983513e+00 -1.9902568e-01  2.5205820e+00
 -1.2425988e+00  2.7882826e+00  1.6546451e+00  4.1402025e+00
  6.9806993e-01  2.1218543e+00  2.4160416e+00  3.0406165e+00]",Cargo
